date,title,address
2023/6/19,人力资源和社会保障部单一来源采购金保工程二期同城灾备机房及线路租用项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230619_20099975.htm
2023/6/19,中国残疾人联合会中国残疾人体育运动管理中心单一来源采购中国残疾人体育事业年鉴（1983-2023）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230619_20099977.htm
2023/6/19,中国民用航空局中国民用航空飞行学院单一来源采购民航飞行学院天府校区建设工程通用应用软件（Flightlab飞行仿真软件）（科研产品）,http://www.ccgp.gov.cn/eadylynotice/202306/t20230619_20099974.htm
2023/6/19,教育部东华大学单一来源采购东华大学SpringerLink电子期刊数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230619_20097930.htm
2023/6/16,中国气象局中国气象局气象宣传与科普中心单一来源采购2023年基层气象台站配书征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230616_20087474.htm
2023/6/16,教育部东北大学单一来源采购东北大学沈河校区电力增容及配套改造工程征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230616_20087473.htm
2023/6/15,教育部华中师范大学单一来源采购【HSCXC06-20230148】《庄子集成》第四辑出版服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230615_20085233.htm
2023/6/15,森林消防局内蒙古自治区森林消防总队单一来源采购内蒙古自治区森林消防总队森林脑炎疫苗采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230615_20081737.htm
2023/6/14,教育部北京大学单一来源采购256通道高速并行数据放大采集系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230614_20076313.htm
2023/6/14,中国地质调查局中国地质科学院地质研究所单一来源采购飞秒激光蚀样大型高分辨多接收等离子体质谱仪（更正）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230614_20076312.htm
2023/6/14,中央宣传部中央宣传部电影数字节目管理中心单一来源采购租用亚洲七号卫星KU波段转发器及上行运行服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230614_20073297.htm
2023/6/13,教育部清华大学单一来源采购热扫描探针光刻机征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230613_20068972.htm
2023/6/13,教育部浙江大学单一来源采购行驶装置模拟试验系统关键部件安装调试及附件征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230613_20062441.htm
2023/6/12,国家广电总局单一来源采购北京地区（含秦皇岛）移动多媒体广播电视网络安全播出保障项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230612_20060441.htm
2023/6/12,教育部同济大学单一来源采购校外办公用房租赁征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230612_20056523.htm
2023/6/9,教育部华中科技大学单一来源采购ElsevierScienceDirect数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230609_20044489.htm
2023/6/9,教育部江南大学单一来源采购2023年ElsevierScienceDirect电子期刊数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230609_20044487.htm
2023/6/9,教育部华中科技大学单一来源采购微波射频开关征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230609_20044488.htm
2023/6/8,中国地质调查局中国地质科学院地质研究所单一来源采购飞秒激光蚀样大型高分辨多接收等离子体质谱仪征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230608_20041674.htm
2023/6/8,生态环境部生态环境部固体废物与化学品管理技术中心单一来源采购办公用房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230608_20041673.htm
2023/6/8,生态环境部生态环境部太湖流域东海海域生态环境监督管理局生态环境监测与科学研究中心单一来源采购办公用房租用项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230608_20038491.htm
2023/6/8,生态环境部生态环境部太湖流域东海海域生态环境监督管理局生态环境监测与科学研究中心单一来源采购其他业务用房租用项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230608_20038492.htm
2023/6/6,教育部北京大学单一来源采购无损宽频高速飞秒热物性测试系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230606_20022119.htm
2023/6/5,财政部单一来源采购政府采购信息发布和宣传服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230605_20016326.htm
2023/6/5,农业农村部农业农村部办公厅单一来源采购向农村地区赠阅《农村工作通讯》《农民文摘》征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230605_20016325.htm
2023/6/5,中国日报社单一来源采购集订分送及海外邮寄业务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230605_20014294.htm
2023/6/5,文化和旅游部国家图书馆单一来源采购国家图书馆互联网带宽租用项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230605_20014293.htm
2023/6/5,教育部兰州大学单一来源采购核科学与技术学院硼中子俘获肿瘤治疗装置旋转靶本体征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230605_20012233.htm
2023/6/5,教育部清华大学单一来源采购微立体光刻精密加工系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230605_20010531.htm
2023/6/2,海关总署中国电子口岸数据中心单一来源采购中国电子口岸网络线路租用服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230602_20002830.htm
2023/6/2,教育部中国教育电视台单一来源采购中国教育电视台2023年CETV早期教育数字付费频道信号传输服务采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230602_20000457.htm
2023/6/2,教育部中国教育电视台单一来源采购中国教育电视台2023年CETV3频道电视信号北京地区传输服务采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230602_20000456.htm
2023/6/1,教育部武汉大学单一来源采购GaleScholar数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230601_19998492.htm
2023/6/1,中央网络安全和信息化委员会办公室单一来源采购IDC数据中心和线路租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230601_19997792.htm
2023/6/1,中国科学院青藏高原研究所单一来源采购超高灵敏度高分辨二次离子质谱仪征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230601_19997791.htm
2023/6/1,教育部湖南大学单一来源采购电子文献资源（荷兰爱思唯尔出版集团出版的CellPress、ElsevierScienceDirect、E,http://www.ccgp.gov.cn/eadylynotice/202306/t20230601_19993243.htm
2023/6/1,教育部湖南大学单一来源采购电子文献资源（科睿唯安ClarivateAnalytics(UK)Ltd提供的CPCI、DII、ESI等7,http://www.ccgp.gov.cn/eadylynotice/202306/t20230601_19993242.htm
2023/6/1,中国地震局中国地震台网中心单一来源采购国家地震烈度速报与预警工程数据传输信道租赁征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202306/t20230601_19993241.htm
2023/5/31,教育部武汉大学单一来源采购高性能光学镜片征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230531_19988698.htm
2023/5/31,中国气象局内蒙古自治区气象局单一来源采购呼伦贝尔市气象局2023年《CCTV-1/CCTV-13朝闻天下天气预报节目景观广告播出服务,http://www.ccgp.gov.cn/eadylynotice/202305/t20230531_19984920.htm
2023/5/31,教育部河海大学单一来源采购ElsevierScienceDirect自由全文库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230531_19984882.htm
2023/5/30,中国残疾人联合会中国残疾人体育运动管理中心单一来源采购《中国残疾人体育事业年鉴（1983-2023）》征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230530_19976613.htm
2023/5/29,生态环境部华东核与辐射安全监督站单一来源采购华东核与辐射安全监督站办公用房2175平方米和业务用房615平方米租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230529_19972010.htm
2023/5/29,教育部清华大学单一来源采购微立体光刻精密加工系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230529_19968100.htm
2023/5/29,应急管理部单一来源采购危险化学品重点县专家指导服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230529_19968101.htm
2023/5/29,中国民用航空局中国民航局第二研究所单一来源采购民航科技创新示范区一期工程直升机飞行及作业仿真设备采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230529_19968083.htm
2023/5/29,教育部北京大学单一来源采购热场发射扫描电子显微镜征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230529_19968082.htm
2023/5/29,教育部北京大学单一来源采购PALM/MINFLUX单分子超分辨显微镜征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230529_19968081.htm
2023/5/29,教育部复旦大学单一来源采购GaleScholar数据库（四期）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230529_19968080.htm
2023/5/26,生态环境部生态环境部华南核与辐射安全监督站单一来源采购1944.89平方米办公用房和35平方米业务用房租赁征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230526_19961772.htm
2023/5/25,中华全国妇女联合会单一来源采购《中国妇女报》进乡村征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230525_19949973.htm
2023/5/25,中国气象局中国气象科学研究院单一来源采购青藏高原气象研究院科研用房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230525_19949963.htm
2023/5/24,中国科学院高能物理研究所单一来源采购HEPS储存环MP型和FODO型单元支架补充协议征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230524_19946057.htm
2023/5/24,中国地震局中国地震局地球物理研究所单一来源采购一带一路地震监测台网项目科学台阵分系统卫星通信服务采购征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230524_19940548.htm
2023/5/23,科学技术部中国国际核聚变能源计划执行中心单一来源采购ITER气体注入系统阀门箱与控制系统制造与系统集成征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230523_19933561.htm
2023/5/22,中国地质调查局中国地质科学院地球物理地球化学勘查研究所单一来源采购Sercel-428XL地震仪器系统升级改造征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230522_19928506.htm
2023/5/22,国家税务总局河南省税务局单一来源采购机房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230522_19928505.htm
2023/5/22,文化和旅游部中国艺术研究院单一来源采购中国艺术研究院3栋D级危楼整治周转房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230522_19928219.htm
2023/5/19,文化和旅游部中国艺术研究院单一来源采购中国艺术研究院三座建筑周转房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230519_19909717.htm
2023/5/19,国家档案局单一来源采购编辑出版《中国档案》杂志宣传档案工作政府购买服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230519_19909144.htm
2023/5/18,科学技术部中国科学技术信息研究所单一来源采购2023年外文科技文献征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230518_19908027.htm
2023/5/18,中国科学院自动化研究所单一来源采购研究生宿舍租赁服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230518_19903629.htm
2023/5/18,国家卫生健康委员会北京大学人民医院单一来源采购北京大学人民医院采购复合式冷热消融系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230518_19903487.htm
2023/5/17,教育部厦门大学单一来源采购台湾研究院“融统”实验室信息模型（UIM）基础平台（二期）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230517_19896562.htm
2023/5/17,教育部北京大学单一来源采购电子束光刻机征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230517_19895587.htm
2023/5/17,教育部上海交通大学单一来源采购ElsevierSD电子图书数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230517_19894765.htm
2023/5/17,教育部华中师范大学单一来源采购SD数据库使用权采购征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230517_19894762.htm
2023/5/17,教育部上海交通大学单一来源采购Taylor&Francis电子图书数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230517_19894764.htm
2023/5/17,教育部华中师范大学单一来源采购BP/ESI/INCITES/JSC/SSCI+AHCI/SCI-E数据库使用权采购征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230517_19894763.htm
2023/5/17,国家药品监督管理局国家药品监督管理局食品药品审核查验中心单一来源采购国家药品监督管理局食品药品审核查验中心新址办公用房租赁项目征求意,http://www.ccgp.gov.cn/eadylynotice/202305/t20230517_19892813.htm
2023/5/16,农业农村部农业农村部渔业渔政管理局单一来源采购派遣远洋渔业国家观察员（WCPFC管辖海域）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886633.htm
2023/5/16,国家广电总局国家广播电视总局无线电台管理局单一来源采购租赁亚太6号卫星（现接替星为亚太6C）Ku波段转发器传输频带项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886632.htm
2023/5/16,国家广电总局国家广播电视总局无线电台管理局单一来源采购租用海南2023台至北京地球站2X155M电路及海南871台至542地球站2X,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886631.htm
2023/5/16,农业农村部农业农村部渔业渔政管理局单一来源采购派遣远洋渔业国家观察员（ICCAT/IOTC/SPRFMO管辖海域）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886630.htm
2023/5/16,国家广电总局国家广播电视总局无线电台管理局单一来源采购租赁中星6B卫星C波段转发器传输频带项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886628.htm
2023/5/16,教育部四川大学单一来源采购四川大学订购1种外文电子文献资源项目：Nature电子期刊全文数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886627.htm
2023/5/16,中国贸促会单一来源采购ATA单证册及原产地业务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886629.htm
2023/5/16,国家广电总局国家广播电视总局无线电台管理局单一来源采购地方21套节目至北京传送电路租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886626.htm
2023/5/16,国家广电总局国家广播电视总局无线电台管理局单一来源采购租赁23套省级卫视节目传至北京的地面传输线路项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886605.htm
2023/5/16,国家广电总局国家广播电视总局无线电台管理局单一来源采购租用中星9号卫星4个36MHzDBS频段卫星转发器项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886606.htm
2023/5/16,国家广电总局国家广播电视总局无线电台管理局单一来源采购租赁中星9号卫星转发器36MHz传输频带项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886604.htm
2023/5/16,国家广电总局国家广播电视总局无线电台管理局单一来源采购租用河北长途数字微波电路项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886603.htm
2023/5/16,国家广电总局国家广播电视总局无线电台管理局单一来源采购至北京等30个省的2X2M电路租费（SDH电路传输服务费）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230516_19886602.htm
2023/5/15,国家能源局国家能源局华东监管局单一来源采购房屋租赁专项经费征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230515_19880419.htm
2023/5/15,自然资源部国土空间规划研究中心单一来源采购办公用房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230515_19877051.htm
2023/5/15,中央网络安全和信息化委员会办公室单一来源采购中央网信工作专网及视频会议系统运行维护服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230515_19876486.htm
2023/5/15,中央网络安全和信息化委员会办公室单一来源采购办公类网络线路租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230515_19876485.htm
2023/5/15,国家民族事务委员会国家民委文化宣传司单一来源采购国家民委铸牢中华民族共同体意识文物古籍展征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230515_19876484.htm
2023/5/12,中央宣传部中央宣传部出版产品质量监督检测中心单一来源采购出版产品质检中心房屋租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230512_19871898.htm
2023/5/12,教育部清华大学单一来源采购热扫描探针光刻机征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230512_19868830.htm
2023/5/12,教育部西南交通大学单一来源采购图书馆2023年Clarivate出版社系列数据库订购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230512_19868829.htm
2023/5/12,教育部华北电力大学（保定）单一来源采购图书馆外文数据库IEL（2023年使用费）采购征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230512_19868785.htm
2023/5/10,自然资源部中国极地研究中心（中国极地研究所）单一来源采购雪鹰301（B-70C0）（AW169）直升机浮筒、救生筏充气系统翻修项目征,http://www.ccgp.gov.cn/eadylynotice/202305/t20230510_19856510.htm
2023/5/10,教育部电子科技大学单一来源采购Elsevier数字资源征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230510_19854904.htm
2023/5/10,海关总署全国海关信息中心单一来源采购2023-2024年度Oracle原厂标准技术服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230510_19853815.htm
2023/5/10,中国科学院电工研究所单一来源采购S波段窄谱微波器件与天线系统技术开发征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230510_19851735.htm
2023/5/9,中国银行保险监督管理委员会银保监会单一来源采购防范非法集资公益广告播出时段征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230509_19843384.htm
2023/5/9,体育彩票管理中心单一来源采购中国体育彩票网络线路租用服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230509_19843150.htm
2023/5/9,中国科学院大连化学物理研究所单一来源采购分子动力学模拟加速系统租赁征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230509_19843149.htm
2023/5/8,教育部单一来源采购“双减”成效调研监测项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19839900.htm
2023/5/8,教育部天津大学单一来源采购天津大学外文电子资源采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19838423.htm
2023/5/8,教育部厦门大学单一来源采购厦门大学Taylor&Francis期刊数据库（2023）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19836170.htm
2023/5/8,教育部厦门大学单一来源采购厦门大学ACS期刊数据库(2023)征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19836171.htm
2023/5/8,教育部北京邮电大学单一来源采购沙河高教园5G科研专网征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19836169.htm
2023/5/8,教育部上海交通大学单一来源采购ScienceDirect期刊数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19836167.htm
2023/5/8,教育部中山大学单一来源采购中山大学2023年ElsevierScienceDirect等53个数字资源网络访问服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19836168.htm
2023/5/8,教育部厦门大学单一来源采购厦门大学Nature电子期刊数据库（2023年）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19836155.htm
2023/5/8,教育部厦门大学单一来源采购厦门大学ScienceDirect数据库（2023年）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19836157.htm
2023/5/8,教育部厦门大学单一来源采购厦门大学SciFinder数据库（2023年）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19836158.htm
2023/5/8,教育部厦门大学单一来源采购厦门大学Wiley数据库（2023）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19836156.htm
2023/5/8,教育部厦门大学单一来源采购厦门大学IEL数据库（2023年）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230508_19836154.htm
2023/5/6,体育彩票管理中心单一来源采购中国体育彩票网络线路租用服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230506_19826754.htm
2023/5/6,国家移民管理局单一来源采购iAPI数据网关系统运行服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230506_19824498.htm
2023/5/6,体育彩票管理中心单一来源采购中国体育彩票网络线路租用服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230506_19823469.htm
2023/5/6,国家药品监督管理局国家药品监督管理局药品评价中心单一来源采购国家药品监督管理局药品评价中心新址办公用房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230506_19823468.htm
2023/5/5,教育部武汉大学单一来源采购IEL数据库（2023年）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230505_19820763.htm
2023/5/5,教育部武汉大学单一来源采购Nature电子期刊数据库（2023年）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230505_19820762.htm
2023/5/5,教育部武汉大学单一来源采购SciFinder数据库（2023年）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230505_19820764.htm
2023/5/5,教育部武汉大学单一来源采购ACS数据库（2023年）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230505_19820761.htm
2023/5/5,国家药品监督管理局国家药品监督管理局药品审评中心单一来源采购国家药品监督管理局药品审评中心新址办公用房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230505_19820052.htm
2023/5/4,中国贸促会单一来源采购2023年全球贸易投资促进峰会征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230504_19812502.htm
2023/5/4,生态环境部中国生态文明研究与促进会单一来源采购国际环境公约履约大楼办公用房租赁征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202305/t20230504_19812501.htm
2023/4/28,森林消防局单一来源采购国家消防救援局（西区）高通量卫星动态流量池采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230428_19797396.htm
2023/4/28,中国科学院高能物理研究所单一来源采购江门中微子实验探测器部分项目制作与安装（第四包光电倍增管支撑及其附属结构制造与安装）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230428_19797394.htm
2023/4/28,中华人民共和国公安部中国人民公安大学单一来源采购中国人民公安大学2023年学位论文评审服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230428_19797395.htm
2023/4/28,工业和信息化部南京航空航天大学单一来源采购ELSEVIERSD数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230428_19791687.htm
2023/4/27,教育部大连理工大学单一来源采购ScienceDirect期刊数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230427_19786439.htm
2023/4/26,教育部华北电力大学单一来源采购Elsevier出版集团ScienceDirect期刊全文数据库征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230426_19781918.htm
2023/4/26,文化和旅游部中国国家博物馆单一来源采购中国国家博物馆文物库房租赁项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230426_19781919.htm
2023/4/26,自然资源部中国极地研究中心（中国极地研究所）单一来源采购“雪龙2”船科考支撑系统年度维护保养项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230426_19779010.htm
2023/4/25,教育部西安电子科技大学单一来源采购涡轮叶片动态环境模拟试验台采购征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230425_19774009.htm
2023/4/25,中国气象局甘肃省气象局单一来源采购通信线路租赁服务采购征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230425_19769635.htm
2023/4/25,中华人民共和国商务部中国国际经济技术交流中心单一来源采购同方威视技术股份有限公司机场安检设备项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230425_19769634.htm
2023/4/25,中国科学院大气物理研究所单一来源采购地球系统数值模拟装置EC数据采购征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230425_19769179.htm
2023/4/24,国家广电总局国家广播电视总局无线电台管理局单一来源采购TH558型电子管采购征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230424_19766499.htm
2023/4/24,教育部复旦大学单一来源采购Wiley电子期刊数据库（2023）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230424_19766497.htm
2023/4/24,国家广电总局国家广播电视总局无线电台管理局单一来源采购速调管高功放整机采购征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230424_19766498.htm
2023/4/24,教育部复旦大学单一来源采购ScienceDirect电子期刊数据库（2023）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230424_19766496.htm
2023/4/24,国家广电总局国家广播电视总局无线电台管理局单一来源采购TH576型电子管采购征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230424_19766495.htm
2023/4/24,国家卫生健康委员会中国医学科学院皮肤病医院单一来源采购中国医学科学院皮肤病医院联影CT(uC760)维保服务采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230424_19764282.htm
2023/4/24,外交部单一来源采购外交部受理处服务外包项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230424_19763236.htm
2023/4/24,中国残疾人联合会中国视障文化资讯服务中心单一来源采购盲用文献资源采购项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230424_19763235.htm
2023/4/23,中华人民共和国商务部中国国际经济技术交流中心单一来源采购采购同方威视技术股份有限公司产品项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230423_19759458.htm
2023/4/23,社科院中国社会科学院大学单一来源采购中国社会科学院大学2023年学位论文质量监测服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230423_19755681.htm
2023/4/23,国家统计局单一来源采购2023年度国家统计局身份认证系统运维服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230423_19755656.htm
2023/4/23,教育部复旦大学单一来源采购ACS电子期刊数据库（2023）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230423_19755081.htm
2023/4/23,教育部复旦大学单一来源采购IEL数据库（2023）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230423_19755080.htm
2023/4/23,教育部复旦大学单一来源采购SciFinder数据库（2023）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230423_19755079.htm
2023/4/23,自然资源部自然资源部不动产登记中心（自然资源部法律事务中心）单一来源采购自然资源部不动产登记中心办公及业务用房租金项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230423_19754934.htm
2023/4/21,教育部复旦大学单一来源采购Nature电子期刊数据库（2023）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230421_19750765.htm
2023/4/21,教育部复旦大学单一来源采购SciFinder数据库（2023）征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230421_19750764.htm
2023/4/21,海关总署全国海关信息中心单一来源采购2023至2025年度微软软件产品原厂升级保障服务项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230421_19749346.htm
2023/4/21,中华人民共和国公安部单一来源采购华风宾馆部外技术用房续租项目征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230421_19748376.htm
2023/4/20,中国科学院国家天文台单一来源采购郭守敬望远镜本体维护技术服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230420_19741647.htm
2023/4/20,国家知识产权局国家知识产权局专利局单一来源采购2023年布图设计公告和复审决定刊登服务征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230420_19741646.htm
2023/4/19,教育部北京大学单一来源采购超低振动无液氦低温光学系统征求意见公示,http://www.ccgp.gov.cn/eadylynotice/202304/t20230419_19738602.htm
